date,site,rainfall
2025-08-26,Hazelrigg,0.10595703125
2025-08-26,Wytham,9.765625e-4
2025-08-27,Ainsdale,1.0118582589285716
2025-08-27,Hazelrigg,3.6904296875
2025-08-27,Wytham,2.3544921875
2025-08-28,Ainsdale,2.421568080357143
2025-08-28,Hazelrigg,8.10791015625
2025-08-28,Wytham,13.611328125
2025-08-29,Ainsdale,0.5071986607142858
2025-08-29,Hazelrigg,0.643798828125
2025-08-29,Wytham,1.4931640625
2025-08-30,Ainsdale,2.1968470982142856
2025-08-30,Hazelrigg,3.42919921875
2025-08-30,Wytham,5.4462890625
2025-08-31,Ainsdale,1.273353794642857
2025-08-31,Hazelrigg,3.032958984375
2025-08-31,Wytham,2.939453125
2025-09-01,Ainsdale,3.8490234375000005
2025-09-01,Hazelrigg,14.004150390625
2025-09-01,Wytham,2.021484375
2025-09-02,Ainsdale,5.893777901785715
2025-09-02,Hazelrigg,4.2958984375
2025-09-02,Wytham,10.6767578125
2025-09-03,Ainsdale,8.172377232142857
2025-09-03,Hazelrigg,7.4384765625
2025-09-03,Wytham,14.958984375
2025-09-04,Ainsdale,1.2229352678571428
2025-09-04,Hazelrigg,2.17626953125
2025-09-04,Wytham,0.7138671875
2025-09-05,Ainsdale,0.3013671875000001
2025-09-05,Hazelrigg,0.025390625
2025-09-05,Wytham,0
2025-09-06,Ainsdale,0.09411272321428568
2025-09-06,Hazelrigg,0.0751953125
2025-09-06,Wytham,0
2025-09-07,Ainsdale,8.864481026785715
2025-09-07,Hazelrigg,15.322998046875
2025-09-07,Wytham,0.171875
2025-09-08,Ainsdale,0.20393415178571428
2025-09-08,Hazelrigg,0.82177734375
2025-09-08,Wytham,0.0185546875
2025-09-09,Ainsdale,0.0051339285714285705
2025-09-09,Hazelrigg,0.007568359375
2025-09-09,Wytham,8.763671875
2025-09-10,Ainsdale,6.73515625
2025-09-10,Hazelrigg,13.184814453125
2025-09-10,Wytham,11.40625
2025-09-11,Ainsdale,8.338560267857144
2025-09-11,Hazelrigg,9.985595703125
2025-09-11,Wytham,11.59375
2025-09-12,Ainsdale,5.3818359375
2025-09-12,Hazelrigg,13.604248046875
2025-09-12,Wytham,2.251953125
2025-09-13,Ainsdale,6.504241071428572
2025-09-13,Hazelrigg,4.685791015625
2025-09-13,Wytham,0.1220703125
2025-09-14,Ainsdale,3.6947544642857144
2025-09-14,Hazelrigg,12.746826171875
2025-09-14,Wytham,10.0107421875
2025-09-15,Ainsdale,3.7830915178571427
2025-09-15,Hazelrigg,12.90576171875
2025-09-15,Wytham,0.2431640625
2025-09-16,Ainsdale,19.7263671875
2025-09-16,Hazelrigg,13.819580078125
2025-09-16,Wytham,1.5625
2025-09-17,Ainsdale,0.3849888392857143
2025-09-17,Hazelrigg,1.312255859375
2025-09-17,Wytham,0.0419921875
2025-09-18,Ainsdale,0.29455915178571435
2025-09-18,Hazelrigg,0.320068359375
2025-09-18,Wytham,9.765625e-4
2025-09-19,Ainsdale,9.5640625
2025-09-19,Hazelrigg,13.00341796875
2025-09-19,Wytham,9.765625e-4
2025-09-20,Ainsdale,32.0650390625
2025-09-20,Hazelrigg,37.970947265625
2025-09-20,Wytham,0.6943359375
2025-09-21,Ainsdale,0.007533482142857142
2025-09-21,Hazelrigg,0.01904296875
2025-09-21,Wytham,9.765625e-4
2025-09-22,Ainsdale,0.012667410714285713
2025-09-22,Hazelrigg,0.011962890625
2025-09-22,Wytham,9.765625e-4
2025-09-23,Ainsdale,0
2025-09-23,Hazelrigg,0.018310546875
2025-09-23,Wytham,0
2025-09-24,Ainsdale,3.348214285714287e-4
2025-09-24,Hazelrigg,0.0107421875
2025-09-24,Wytham,0.0029296875
2025-09-25,Ainsdale,0.004129464285714286
2025-09-25,Hazelrigg,0.00537109375
2025-09-25,Wytham,0
2025-09-26,Ainsdale,0
2025-09-26,Hazelrigg,0.03759765625
2025-09-26,Wytham,9.765625e-4
2025-09-27,Ainsdale,5.760379464285714
2025-09-27,Hazelrigg,7.292724609375
2025-09-27,Wytham,2.74609375
2025-09-28,Ainsdale,0.08035714285714286
2025-09-28,Hazelrigg,0.043212890625
2025-09-28,Wytham,0.03125
2025-09-29,Ainsdale,0
2025-09-29,Hazelrigg,0.052734375
2025-09-29,Wytham,0
2025-09-30,Ainsdale,6.255161830357143
2025-09-30,Hazelrigg,8.811279296875
2025-09-30,Wytham,0
